sku,brand,size,price,special_price,cost,qty,name,material,care_instructions,description,rmscategory,gender,season,supplier,colour,type,has_options,status,visibility,product_type_id,category_ids,nonrefundable,discount,attribute_set,store,websites,page_layout,options_container,gift_message_available,promo_offer,image,small_image,thumbnail,configurable_attributes,media_gallery,weight,length,width,height,pod1_shutl_default_vehicle,nextdayshipping,eushipping,shutl,pod1_shutl,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_automatically,use_config_qty_increments,qty_increments,use_config_enable_qty_increments,enable_qty_increments,store_id,enable_googlecheckout,tax_class_id,worldwideshipping,freeshipping,samedayshipping,standardshipping,meta_title,meta_description,url_key,url_path,custom_design,product_status_changed,product_changed_websites,image_label,small_image_label,thumbnail_label,related_targetrule_position_limit,related_targetrule_position_behavior,upsell_targetrule_position_limit,upsell_targetrule_position_behavior,low_stock_date,notify_stock_qty,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,short_description,meta_keyword,custom_layout_update
TBS/001 WHT 11,Ted Baker,11,65,55,12.6,,Ted Baker  White Leather Askook Trainers Shoes,Leather,0,<ul><li>Ted Baker mens white leather trainers </li><li>Leather main trimmed with off white suede to the back</li><li>Lace up front with flat white woven laces</li><li>Contrasting off white branded suede tab to the back</li><li>Blind eyelets </li><li>A round toe</li><li>Black embossed branding the outer side and tongue</li><li>Textured rubber sole</li><li>RRP:&pound;65.00</li></ul>,Trainers,Mens,,Banana Connection,Whites,simple,0,Enabled,Not Visible Individually,simple,"499,435",No,"Save 10 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBS/001 WHT,Ted Baker,,65,55,12.6,,Ted Baker  White Leather Askook Trainers Shoes,Leather,0,<ul><li>Ted Baker mens white leather trainers </li><li>Leather main trimmed with off white suede to the back</li><li>Lace up front with flat white woven laces</li><li>Contrasting off white branded suede tab to the back</li><li>Blind eyelets </li><li>A round toe</li><li>Black embossed branding the outer side and tongue</li><li>Textured rubber sole</li><li>RRP:&pound;65.00</li></ul>,Trainers,Mens,,Banana Connection,Whites,configurable,1,Enabled,"Catalog, Search",configurable,"499,435",No,"Save 10 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/TBS001_WHITE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBS001_WHITE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBS001_WHITE1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/TBS001_WHITE1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBS001_WHITE2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBS001_WHITE3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBS001_WHITE4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/74160 TAN 10,Timberland,10,130,120,12.6,,Timberland  Burnt Tan Rugged 6-Inch Waterproof Boots Shoes,Leather,0,"<ul><li>Timberland mens burnt tan leather rugged 6""  boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with round woven laces</li><li>Round toe</li><li> Padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Gold tone metal eyelets</li><li>Embossed logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;130.00</li></ul>",Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"502,487",No,"Save 10 GBP, 8 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/74160 TAN 11,Timberland,11,130,120,12.6,,Timberland  Burnt Tan Rugged 6-Inch Waterproof Boots Shoes,Leather,0,"<ul><li>Timberland mens burnt tan leather rugged 6""  boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with round woven laces</li><li>Round toe</li><li> Padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Gold tone metal eyelets</li><li>Embossed logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;130.00</li></ul>",Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"502,487",No,"Save 10 GBP, 8 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/74160 TAN,Timberland,,130,120,12.6,,Timberland  Burnt Tan Rugged 6-Inch Waterproof Boots Shoes,Leather,0,"<ul><li>Timberland mens burnt tan leather rugged 6""  boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with round woven laces</li><li>Round toe</li><li> Padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Gold tone metal eyelets</li><li>Embossed logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;130.00</li></ul>",Boots,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"502,487",No,"Save 10 GBP, 8 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/TBL74160_TAN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL74160_TAN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL74160_TAN1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/TBL74160_TAN1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL74160_TAN2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL74160_TAN3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL74160_TAN4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/27054 NVY 9,Timberland,9,145,135,12.6,,"Timberland  Navy Blue Leather 6 "" Inch Premium Lace Up Boots Shoes",Leather,0,"<ul><li>Timberland mens navy leather 6"" premium boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with contrasting round woven laces</li><li>Round toe</li><li> Contrasting white leather padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Brass tone metal eyelets</li><li>Embroidered logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;145.00</li></ul>",Boots,Mens,,Banana Connection,Blues,simple,0,Enabled,Not Visible Individually,simple,"502,487",No,"Save 10 GBP, 7 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/27054 NVY 11,Timberland,11,145,135,12.6,,"Timberland  Navy Blue Leather 6 "" Inch Premium Lace Up Boots Shoes",Leather,0,"<ul><li>Timberland mens navy leather 6"" premium boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with contrasting round woven laces</li><li>Round toe</li><li> Contrasting white leather padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Brass tone metal eyelets</li><li>Embroidered logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;145.00</li></ul>",Boots,Mens,,Banana Connection,Blues,simple,0,Enabled,Not Visible Individually,simple,"502,487",No,"Save 10 GBP, 7 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/27054 NVY,Timberland,,145,135,12.6,,"Timberland  Navy Blue Leather 6 "" Inch Premium Lace Up Boots Shoes",Leather,0,"<ul><li>Timberland mens navy leather 6"" premium boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with contrasting round woven laces</li><li>Round toe</li><li> Contrasting white leather padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Brass tone metal eyelets</li><li>Embroidered logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;145.00</li></ul>",Boots,Mens,,Banana Connection,Blues,configurable,1,Enabled,"Catalog, Search",configurable,"502,487",No,"Save 10 GBP, 7 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/TBL27054_NAVY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL27054_NAVY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL27054_NAVY1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/TBL27054_NAVY1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL27054_NAVY2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL27054_NAVY3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL27054_NAVY4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JW/7764 BRN 6,Jeffery West,6,115,95,12.6,,Jeffery West  Dark Brown Leather Slip On Loafers Shoes,Leather,0,<ul><li>Jeffery West dark brown leather loafers</li><li>Leather main</li><li>A cut-away panel to the front and back design</li><li>Embossed branding logo to the tongue</li><li>A square-cut toe with exposed moccasin style stitching</li><li>Padded leather insole</li><li>Contrasting red rubber studded sole</li><li>RRP:&pound;115.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"493,437",No,"Save 20 GBP, 18 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JW/7764 BRN 7,Jeffery West,7,115,95,12.6,,Jeffery West  Dark Brown Leather Slip On Loafers Shoes,Leather,0,<ul><li>Jeffery West dark brown leather loafers</li><li>Leather main</li><li>A cut-away panel to the front and back design</li><li>Embossed branding logo to the tongue</li><li>A square-cut toe with exposed moccasin style stitching</li><li>Padded leather insole</li><li>Contrasting red rubber studded sole</li><li>RRP:&pound;115.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"493,437",No,"Save 20 GBP, 18 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JW/7764 BRN 8,Jeffery West,8,115,95,12.6,,Jeffery West  Dark Brown Leather Slip On Loafers Shoes,Leather,0,<ul><li>Jeffery West dark brown leather loafers</li><li>Leather main</li><li>A cut-away panel to the front and back design</li><li>Embossed branding logo to the tongue</li><li>A square-cut toe with exposed moccasin style stitching</li><li>Padded leather insole</li><li>Contrasting red rubber studded sole</li><li>RRP:&pound;115.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"493,437",No,"Save 20 GBP, 18 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JW/7764 BRN 9,Jeffery West,10,115,95,12.6,,Jeffery West  Dark Brown Leather Slip On Loafers Shoes,Leather,0,<ul><li>Jeffery West dark brown leather loafers</li><li>Leather main</li><li>A cut-away panel to the front and back design</li><li>Embossed branding logo to the tongue</li><li>A square-cut toe with exposed moccasin style stitching</li><li>Padded leather insole</li><li>Contrasting red rubber studded sole</li><li>RRP:&pound;115.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"493,437",No,"Save 20 GBP, 18 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JW/7764 BRN,Jeffery West,,115,95,12.6,,Jeffery West  Dark Brown Leather Slip On Loafers Shoes,Leather,0,<ul><li>Jeffery West dark brown leather loafers</li><li>Leather main</li><li>A cut-away panel to the front and back design</li><li>Embossed branding logo to the tongue</li><li>A square-cut toe with exposed moccasin style stitching</li><li>Padded leather insole</li><li>Contrasting red rubber studded sole</li><li>RRP:&pound;115.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"493,437",No,"Save 20 GBP, 18 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/JW7764_DRKBRN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/JW7764_DRKBRN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/JW7764_DRKBRN1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/JW7764_DRKBRN1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/JW7764_DRKBRN2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/JW7764_DRKBRN3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/JW7764_DRKBRN4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGH074 BLK 6,Paul Smith Jeans,6,160,135,12.6,,Paul Smith  Black Leather Tago Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens black leather trainers </li><li>Perforated leather main trimmed with black suede design</li><li>Lace up front with black round woven laces</li><li>Brass tone metal eyelets and contrasting blue tone metal eyelets design</li><li>A round toe</li><li>Woven multi striped design to the sides</li><li>Contrasting blue tug label and Paul Smith branding on the tongue</li><li>Contrasting blue circular rubber design to the back</li><li>Contrasting blue textured rubber sole</li><li>RRP:&pound;160.00</li></ul>,Trainers,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"495,435",No,"Save 25 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGH074 BLK 8,Paul Smith Jeans,8,160,135,12.6,,Paul Smith  Black Leather Tago Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens black leather trainers </li><li>Perforated leather main trimmed with black suede design</li><li>Lace up front with black round woven laces</li><li>Brass tone metal eyelets and contrasting blue tone metal eyelets design</li><li>A round toe</li><li>Woven multi striped design to the sides</li><li>Contrasting blue tug label and Paul Smith branding on the tongue</li><li>Contrasting blue circular rubber design to the back</li><li>Contrasting blue textured rubber sole</li><li>RRP:&pound;160.00</li></ul>,Trainers,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"495,435",No,"Save 25 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGH074 BLK 9,Paul Smith Jeans,9,160,135,12.6,,Paul Smith  Black Leather Tago Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens black leather trainers </li><li>Perforated leather main trimmed with black suede design</li><li>Lace up front with black round woven laces</li><li>Brass tone metal eyelets and contrasting blue tone metal eyelets design</li><li>A round toe</li><li>Woven multi striped design to the sides</li><li>Contrasting blue tug label and Paul Smith branding on the tongue</li><li>Contrasting blue circular rubber design to the back</li><li>Contrasting blue textured rubber sole</li><li>RRP:&pound;160.00</li></ul>,Trainers,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"495,435",No,"Save 25 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGH074 BLK,Paul Smith Jeans,0,160,135,12.6,,Paul Smith  Black Leather Tago Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens black leather trainers </li><li>Perforated leather main trimmed with black suede design</li><li>Lace up front with black round woven laces</li><li>Brass tone metal eyelets and contrasting blue tone metal eyelets design</li><li>A round toe</li><li>Woven multi striped design to the sides</li><li>Contrasting blue tug label and Paul Smith branding on the tongue</li><li>Contrasting blue circular rubber design to the back</li><li>Contrasting blue textured rubber sole</li><li>RRP:&pound;160.00</li></ul>,Trainers,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"495,435",No,"Save 25 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH074_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH074_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH074_BLK1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH074_BLK1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH074_BLK2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH074_BLK3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH074_BLK4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDP/B6020 CHOC 7,Fred Perry,7,75,65,12.6,,Fred Perry  Brown Chocolate Leather Suede Drury Mid Chukka Trainers Shoes,Leather,0,<ul><li>Fred Perry mens chocolate brown leather suede chukka trainers </li><li>Suede leather main</li><li> Lace up front with flat woven laces</li><li>Round toe</li><li>Brass tone metal eyelets</li><li>Contrasting blue embroidered logo design to the side</li><li> Textured rubber sole and twin stripe design to the midsole</li><li>RRP:&pound;75.00</li></ul>,Trainers,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"495,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDP/B6020 CHOC,Fred Perry,,75,65,12.6,,Fred Perry  Brown Chocolate Leather Suede Drury Mid Chukka Trainers Shoes,Leather,0,<ul><li>Fred Perry mens chocolate brown leather suede chukka trainers </li><li>Suede leather main</li><li> Lace up front with flat woven laces</li><li>Round toe</li><li>Brass tone metal eyelets</li><li>Contrasting blue embroidered logo design to the side</li><li> Textured rubber sole and twin stripe design to the midsole</li><li>RRP:&pound;75.00</li></ul>,Trainers,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"495,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/FDPB6020_CHCLTE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/FDPB6020_CHCLTE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/FDPB6020_CHCLTE1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/FDPB6020_CHCLTE1.jpg; http://ilovebrands-ebay.s3.amazonaws.com/FDPB6020_CHCLTE2.jpg; http://ilovebrands-ebay.s3.amazonaws.com/FDPB6020_CHCLTE3.jpg; http://ilovebrands-ebay.s3.amazonaws.com/FDPB6020_CHCLTE4.jpg,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/11014 BRN 10,G-Star Raw,10,145,125,12.6,,G Star Raw  Dark Brown Leather Patton 2 Marker Wash Military Boots Shoes,Leather,0,"<ul><li>G Star Raw mens dark brown patton 2 marker wash leather military boots </li><li> Leather main</li><li>Featuring  black tone metal eyelets and brass tone metal speed hooks  with black flat woven laces</li><li> Panelled seam stitching design </li><li> Branded tongue and rivets, embossed branding to side and cotton branding label;</li><li>Reinforced toe cap with stacked heel and thick rubber sole</li><li>RRP:&pound;145.00</li></ul>",Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"492,487",No,"Save 11 GBP, 13 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/11014 BRN,G-Star Raw,,145,125,12.6,,G Star Raw  Dark Brown Leather Patton 2 Marker Wash Military Boots Shoes,Leather,0,"<ul><li>G Star Raw mens dark brown patton 2 marker wash leather military boots </li><li> Leather main</li><li>Featuring  black tone metal eyelets and brass tone metal speed hooks  with black flat woven laces</li><li> Panelled seam stitching design </li><li> Branded tongue and rivets, embossed branding to side and cotton branding label;</li><li>Reinforced toe cap with stacked heel and thick rubber sole</li><li>RRP:&pound;145.00</li></ul>",Boots,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"492,487",No,"Save 11 GBP, 13 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/GSD11014_DRKBRN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD11014_DRKBRN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD11014_DRKBRN1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/GSD11014_DRKBRN1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD11014_DRKBRN2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD11014_DRKBRN3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD11014_DRKBRN4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN4608200 BLK 10,Hudson,10,135,115,12.6,,Hudson  Chocolate Black Worn Leather Zip Ankle Boots Shoes,Leather,0,<ul><li>Hudson mens black worn leather ankle boots </li><li>Slightly worn leather main style </li><li>Zip fastening to the inner side</li><li>A round toe</li><li>Leather lining and insole</li><li>Leather sole</li><li>A low stacked block heel</li><li>RRP:&pound;135.00</li></ul>,Boots,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"492,487",No,"Save 10 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN4608200 BLK,Hudson,,135,115,12.6,,Hudson  Chocolate Black Worn Leather Zip Ankle Boots Shoes,Leather,0,<ul><li>Hudson mens black worn leather ankle boots </li><li>Slightly worn leather main style </li><li>Zip fastening to the inner side</li><li>A round toe</li><li>Leather lining and insole</li><li>Leather sole</li><li>A low stacked block heel</li><li>RRP:&pound;135.00</li></ul>,Boots,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"492,487",No,"Save 10 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/HDN4608200_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN4608200_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN4608200_BLK1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/HDN4608200_BLK1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN4608200_BLK2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN4608200_BLK3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN4608200_BLK4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN4704010 BLK 8,Hudson,8,90,79,12.6,,Hudson Black Leather Nickel Lace Up Smart Shoes,Leather,0,<ul><li>Hudson mens black leather lace up shoes </li><li>Leather main </li><li>Lace up front with black woven laces</li><li>Blind eyelets</li><li>A almond toe</li><li>Leather lining and insole</li><li>Leather sole</li><li>A low stacked block heel</li><li>RRP:&pound;90.00</li></ul>,Formal Shoes,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"492,436",No,"Save 20 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
